list_name,name,label,dzongkhag,gewog
tshowog,D05G05T01 Goenpawong,T01 Goenpawong,D05,D05G05
tshowog,D05G05T02 Shumar,T02 Shumar,D05,D05G05
tshowog,D05G05T03 Nangtshri,T03 Nangtshri,D05,D05G05
tshowog,D05G05T04 Khorpam,T04 Khorpam,D05,D05G05
tshowog,D05G05T05 Bartsheri,T05 Bartsheri,D05,D05G05
tshowog,D05G06T01 Gowung,T01 Gowung,D05,D05G06
tshowog,D05G06T02 Chongshing Gonpa,T02 Chongshing Gonpa,D05,D05G06
tshowog,D05G06T03 Yomzor,T03 Yomzor,D05,D05G06
tshowog,D05G06T04 Mande,T04 Mande,D05,D05G06
tshowog,D05G07T01 Dungmin,T01 Dungmin,D05,D05G07
tshowog,D05G07T02 Bainang Gonpa,T02 Bainang Gonpa,D05,D05G07
tshowog,D06G01T01 Narphung,T01 Narphung,D06,D06G01
tshowog,D06G01T02 Khorapangthang,T02 Khorapangthang,D06,D06G01
tshowog,D06G01T03 Richanglu,T03 Richanglu,D06,D06G01
tshowog,D06G01T04 Denchi,T04 Denchi,D06,D06G01
tshowog,D06G01T05 Barzor,T05 Barzor,D06,D06G01
tshowog,D06G01T07 Chudungkhar,T07 Chudungkhar,D06,D06G01
tshowog,D06G02T01 Shokshi /Pangthang,T01 Shokshi /Pangthang,D06,D06G02
tshowog,D06G02T02 Yarphu,T02 Yarphu,D06,D06G02
tshowog,D06G02T03 Sachilu,T03 Sachilu,D06,D06G02
tshowog,D06G02T04 Wongphu,T04 Wongphu,D06,D06G02
tshowog,D06G02T05 Yarphu,T05 Yarphu,D06,D06G02
tshowog,D06G03T01 Sarjung Sham Sham,T01 Sarjung Sham Sham,D06,D06G03
tshowog,D06G03T02 Kaptang Tsholingkhar,T02 Kaptang Tsholingkhar,D06,D06G03
tshowog,D06G03T03 Tshotsalu Thongpashing,T03 Tshotsalu Thongpashing,D06,D06G03
tshowog,D06G03T04 Kakani Chongmashing,T04 Kakani Chongmashing,D06,D06G03
tshowog,D06G04T01 Morong ,T01 Morong ,D06,D06G04
tshowog,D06G05T01 Debtzang,T01 Debtzang,D06,D06G05
tshowog,D06G05T02 Tashithangji,T02 Tashithangji,D06,D06G05
tshowog,D06G05T03 Phagchu,T03 Phagchu,D06,D06G05
tshowog,D06G06T01 Momring,T01 Momring,D06,D06G06
tshowog,D06G06T02 Lauri,T02 Lauri,D06,D06G06
tshowog,D06G06T03 Dungmenba,T03 Dungmenba,D06,D06G06
tshowog,D06G06T04 Zangthoe,T04 Zangthoe,D06,D06G06
tshowog,D06G06T05 Tshothang,T05 Tshothang,D06,D06G06
tshowog,D07G01T01 Tama,T01 Tama,D07,D07G01
tshowog,D07G01T02 Dangkhar,T02 Dangkhar,D07,D07G01
tshowog,D07G01T03 Trong,T03 Trong,D07,D07G01
tshowog,D07G02T01 Kikhar_Tali,T01 Kikhar_Tali,D07,D07G02
tshowog,D07G02T02 Buli,T02 Buli,D07,D07G02
tshowog,D07G02T03 Buli Gonpa,T03 Buli Gonpa,D07,D07G02
tshowog,D07G02T04 Chamtang,T04 Chamtang,D07,D07G02
tshowog,D07G03T01 Shingkhar,T01 Shingkhar,D07,D07G03
tshowog,D07G03T02 Wamling,T02 Wamling,D07,D07G03
tshowog,D07G03T03 Thrisa,T03 Thrisa,D07,D07G03
tshowog,D07G03T04 Nimshong,T04 Nimshong,D07,D07G03
tshowog,D07G04T01 Bardo,T01 Bardo,D07,D07G04
tshowog,D07G04T02 Khomshar,T02 Khomshar,D07,D07G04
tshowog,D07G04T03 Pholobi,T03 Pholobi,D07,D07G04
tshowog,D07G04T04 Langdorbee,T04 Langdorbee,D07,D07G04
tshowog,D08G01T01 Chhokhor Toe,T01 Chhokhor Toe,D08,D08G01
tshowog,D08G01T02 Kharsa,T02 Kharsa,D08,D08G01
tshowog,D08G01T03 Dur,T03 Dur,D08,D08G01
tshowog,D08G01T04 Norgang,T04 Norgang,D08,D08G01
tshowog,D08G01T05 Tamshing,T05 Tamshing,D08,D08G01
tshowog,D08G02T01 Upper Town,T01 Upper Town,D08,D08G02
tshowog,D08G02T02 Lower Town,T02 Lower Town,D08,D08G02
tshowog,D08G02T03 Wangdicholing,T03 Wangdicholing,D08,D08G02
tshowog,D08G03T01 Tandingang,T01 Tandingang,D08,D08G03
tshowog,D08G03T02 Kharab,T02 Kharab,D08,D08G03
tshowog,D08G03T03 Nangnang,T03 Nangnang,D08,D08G03
tshowog,D08G03T04 Tazur,T04 Tazur,D08,D08G03
tshowog,D08G03T05 Phomrong Babzur,T05 Phomrong Babzur,D08,D08G03
tshowog,D08G04T01 Proper Ura,T01 Proper Ura,D08,D08G04
tshowog,D08G04T02 Shingnyer,T02 Shingnyer,D08,D08G04
tshowog,D08G04T03 Tangsibe,T03 Tangsibe,D08,D08G04
tshowog,D08G05T01 Gaytsha,T01 Gaytsha,D08,D08G05
tshowog,D08G05T02 Domkhar,T02 Domkhar,D08,D08G05
tshowog,D08G05T03 Hurchi,T03 Hurchi,D08,D08G05
tshowog,D08G05T04 Zungey,T04 Zungey,D08,D08G05
tshowog,D08G05T05 Chungphel,T05 Chungphel,D08,D08G05
tshowog,D09G01T01 Tangsibjee,T01 Tangsibjee,D09,D09G01
tshowog,D09G01T02 Chendebjee,T02 Chendebjee,D09,D09G01
tshowog,D09G01T03 Nyala Dangla,T03 Nyala Dangla,D09,D09G01
tshowog,D09G01T04 Tshangkha,T04 Tshangkha,D09,D09G01
tshowog,D09G01T05 Kela,T05 Kela,D09,D09G01
tshowog,D09G02T01 Lawzshong Dorjigonpa,T01 Lawzshong Dorjigonpa,D09,D09G02
tshowog,D09G02T02 Bjee Semji,T02 Bjee Semji,D09,D09G02
tshowog,D09G02T03 Gakhar Kharshong,T03 Gakhar Kharshong,D09,D09G02
tshowog,D09G02T04 Chela Bemji,T04 Chela Bemji,D09,D09G02
tshowog,D09G02T05 Daba Semphu,T05 Daba Semphu,D09,D09G02
tshowog,D09G03T01 Kingarabten,T01 Kingarabten,D09,D09G03
tshowog,D09G03T02 Samcholing,T02 Samcholing,D09,D09G03
tshowog,D09G03T03 Usea,T03 Usea,D09,D09G03
tshowog,D09G03T04 Taktse/ Trashitinga,T04 Taktse/ Trashitinga,D09,D09G03
tshowog,D09G04T01 Baling,T01 Baling,D09,D09G04
tshowog,D09G04T02 Yuendrupcholing,T02 Yuendrupcholing,D09,D09G04
tshowog,D09G04T03 Langthel,T03 Langthel,D09,D09G04
tshowog,D10G01T01 Rukuji Sephu,T01 Rukuji Sephu,D10,D10G01
tshowog,D10G01T02 Nakha,T02 Nakha,D10,D10G01
tshowog,D10G01T03 Bhusa/lubsor/zeri,T03 Bhusa/lubsor/zeri,D10,D10G01
tshowog,D10G01T04 Bumliu,T04 Bumliu,D10,D10G01
tshowog,D10G01T05 Longtey/gangchukha,T05 Longtey/gangchukha,D10,D10G01
tshowog,D10G01T06 Sekthang,T06 Sekthang,D10,D10G01
tshowog,D10G02T01 Dhangpa,T01 Dhangpa,D10,D10G02
tshowog,D10G02T02 Dogsar,T02 Dogsar,D10,D10G02
tshowog,D10G02T03 Themdo,T03 Themdo,D10,D10G02
tshowog,D10G02T04 Gangphel,T04 Gangphel,D10,D10G02
tshowog,D10G02T05 Rhadi/ Tafu/ Tawa,T05 Rhadi/ Tafu/ Tawa,D10,D10G02
tshowog,D10G02T06 Adang Lomshokha,T06 Adang Lomshokha,D10,D10G02
tshowog,D10G03T01 Geyley,T01 Geyley,D10,D10G03
tshowog,D10G03T02 Gangtey/ Kumbo,T02 Gangtey/ Kumbo,D10,D10G03
tshowog,D10G03T03 Yakgor,T03 Yakgor,D10,D10G03
tshowog,D10G03T04 Usea,T04 Usea,D10,D10G03
tshowog,D10G03T05 Gorgen,T05 Gorgen,D10,D10G03
tshowog,D10G03T06 Bayta,T06 Bayta,D10,D10G03
tshowog,D10G03T07 Mole,T07 Mole,D10,D10G03
tshowog,D10G04T01 Goda/ Takshar,T01 Goda/ Takshar,D10,D10G04
tshowog,D10G04T02 Tokaling,T02 Tokaling,D10,D10G04
tshowog,D10G04T03 Yuesagang,T03 Yuesagang,D10,D10G04
tshowog,D10G04T04 Rida Goenpa,T04 Rida Goenpa,D10,D10G04
tshowog,D10G04T05 Lhundrup Choling ,T05 Lhundrup Choling ,D10,D10G04
tshowog,D10G05T01 Gangjab,T01 Gangjab,D10,D10G05
tshowog,D10G05T02 Goensar,T02 Goensar,D10,D10G05
tshowog,D10G05T03 Chitokha/ Pangkha,T03 Chitokha/ Pangkha,D10,D10G05
tshowog,D10G05T04 Nisho/ Samtengang,T04 Nisho/ Samtengang,D10,D10G05
tshowog,D10G06T01 Beldok Isemsa,T01 Beldok Isemsa,D10,D10G06
tshowog,D10G06T02 Lembi/ Sil/ Belpa,T02 Lembi/ Sil/ Belpa,D10,D10G06
tshowog,D10G06T03 Chageb Gandeb,T03 Chageb Gandeb,D10,D10G06
tshowog,D10G06T04 Komathang,T04 Komathang,D10,D10G06
tshowog,D10G06T05 Kazi,T05 Kazi,D10,D10G06
tshowog,D10G07T01 Nabi,T01 Nabi,D10,D10G07
tshowog,D10G07T02 Yusagom,T02 Yusagom,D10,D10G07
tshowog,D10G07T03 Khujula,T03 Khujula,D10,D10G07
tshowog,D10G07T04 Yusa Wogma,T04 Yusa Wogma,D10,D10G07
tshowog,D10G07T05 Hebesa,T05 Hebesa,D10,D10G07
tshowog,D10G08T01 Ngawang,T01 Ngawang,D10,D10G08
tshowog,D10G08T02 Garzhikha,T02 Garzhikha,D10,D10G08
tshowog,D10G08T03 Wachey,T03 Wachey,D10,D10G08
tshowog,D10G08T04 Tashi Tokha,T04 Tashi Tokha,D10,D10G08
tshowog,D10G08T05 Themakha,T05 Themakha,D10,D10G08
tshowog,D10G09T01 Umakha Toe,T01 Umakha Toe,D10,D10G09
tshowog,D10G09T02 Khamey,T02 Khamey,D10,D10G09
tshowog,D10G09T03 Wagayna,T03 Wagayna,D10,D10G09
tshowog,D10G09T04 Taskha Seli,T04 Taskha Seli,D10,D10G09
tshowog,D10G09T05 Baybakha,T05 Baybakha,D10,D10G09
tshowog,D10G10T01 Lawalamkha,T01 Lawalamkha,D10,D10G10
tshowog,D10G10T02 Lophu Phatakha,T02 Lophu Phatakha,D10,D10G10
tshowog,D10G10T03 Lomtshokha,T03 Lomtshokha,D10,D10G10
tshowog,D10G10T04 Rukha,T04 Rukha,D10,D10G10
tshowog,D10G11T01 Khamina,T01 Khamina,D10,D10G11
tshowog,D10G11T02 Khatoekha,T02 Khatoekha,D10,D10G11
tshowog,D10G11T03 Pangsho,T03 Pangsho,D10,D10G11
tshowog,D10G11T04 Changchey,T04 Changchey,D10,D10G11
tshowog,D10G11T05 Matsikha,T05 Matsikha,D10,D10G11
tshowog,D10G12T01 Shingkhey Toe,T01 Shingkhey Toe,D10,D10G12
tshowog,D10G12T02 Shingkhey Mey,T02 Shingkhey Mey,D10,D10G12
tshowog,D10G12T03 Tapchakha,T03 Tapchakha,D10,D10G12
tshowog,D10G12T04 Haysokha,T04 Haysokha,D10,D10G12
tshowog,D10G12T05 Hebisa,T05 Hebisa,D10,D10G12
tshowog,D10G13T01 Sheyli,T01 Sheyli,D10,D10G13
tshowog,D10G13T02 Jala,T02 Jala,D10,D10G13
tshowog,D10G13T03 Samdrupgang,T03 Samdrupgang,D10,D10G13
tshowog,D10G13T04 Ula,T04 Ula,D10,D10G13
tshowog,D10G13T05 Zamding ,T05 Zamding ,D10,D10G13
tshowog,D10G13T06 Japhu,T06 Japhu,D10,D10G13
tshowog,D10G14T01 Nubding,T01 Nubding,D10,D10G14
tshowog,D10G15T01 Kumchi,T01 Kumchi,D10,D10G15
tshowog,D10G15T02 Chungoen,T02 Chungoen,D10,D10G15
tshowog,D10G15T03 Chungsakha Domkha,T03 Chungsakha Domkha,D10,D10G15
tshowog,D10G15T04 Genekha,T04 Genekha,D10,D10G15
tshowog,D10G15T05 Whambekha,T05 Whambekha,D10,D10G15
tshowog,D11G01T01 Phulum Changyal,T01 Phulum Changyal,D11,D11G01
tshowog,D11G01T02 Lhakhu Guma,T02 Lhakhu Guma,D11,D11G01
tshowog,D11G01T03 Wolakha,T03 Wolakha,D11,D11G01
tshowog,D11G01T04 Dhocho-Ritsha ,T04 Dhocho-Ritsha ,D11,D11G01
tshowog,D11G02T01 Eusakha ,T01 Eusakha ,D11,D11G02
tshowog,D11G02T02 Shrigang,T02 Shrigang,D11,D11G02
tshowog,D11G02T03 Agona Zabesa,T03 Agona Zabesa,D11,D11G02
tshowog,D11G02T04 Tongsina ,T04 Tongsina ,D11,D11G02
tshowog,D11G02T05 Peteri,T05 Peteri,D11,D11G02
tshowog,D11G02T06 Phakhakha,T06 Phakhakha,D11,D11G02
tshowog,D11G02T07 Wogwog Damchen,T07 Wogwog Damchen,D11,D11G02
tshowog,D11G03T01 Jazhikha,T01 Jazhikha,D11,D11G03
tshowog,D11G03T02 Khubji,T02 Khubji,D11,D11G03
tshowog,D11G03T03 Gnagkha,T03 Gnagkha,D11,D11G03
tshowog,D11G03T04 Thomji,T04 Thomji,D11,D11G03
tshowog,D11G03T05 Dado Goenpa,T05 Dado Goenpa,D11,D11G03
tshowog,D11G04T01 Menchuna ,T01 Menchuna ,D11,D11G04
tshowog,D11G04T02 Begana,T02 Begana,D11,D11G04
tshowog,D11G04T03 Renakha,T03 Renakha,D11,D11G04
tshowog,D11G04T04 Thinleygang,T04 Thinleygang,D11,D11G04
tshowog,D11G04T05 Gemkha,T05 Gemkha,D11,D11G04
tshowog,D11G05T01 Saychana ,T01 Saychana ,D11,D11G05
tshowog,D11G05T02 Gumgang,T02 Gumgang,D11,D11G05
tshowog,D11G05T03 Shari,T03 Shari,D11,D11G05
tshowog,D11G05T04 Zhehngosa ,T04 Zhehngosa ,D11,D11G05
tshowog,D11G05T05 Dochukha ,T05 Dochukha ,D11,D11G05
tshowog,D11G06T01 Domphola ,T01 Domphola ,D11,D11G06
tshowog,D11G06T02 Limbukha ,T02 Limbukha ,D11,D11G06
tshowog,D11G06T03 Nepchay,T03 Nepchay,D11,D11G06
tshowog,D11G06T04 Omtakha ,T04 Omtakha ,D11,D11G06
tshowog,D11G06T05 Gumkarma ,T05 Gumkarma ,D11,D11G06
tshowog,D11G07T01 Talo,T01 Talo,D11,D11G07
tshowog,D11G07T02 Gangthramo,T02 Gangthramo,D11,D11G07
tshowog,D11G07T03 Nubgang,T03 Nubgang,D11,D11G07
tshowog,D11G07T04 Dongkokha ,T04 Dongkokha ,D11,D11G07
tshowog,D11G07T05 Lunakha ,T05 Lunakha ,D11,D11G07
tshowog,D11G08T01 Khawajara ,T01 Khawajara ,D11,D11G08
tshowog,D11G08T02 Dawakha,T02 Dawakha,D11,D11G08
tshowog,D11G08T03 Tshachuphu,T03 Tshachuphu,D11,D11G08
tshowog,D11G08T04 Tamidamchu,T04 Tamidamchu,D11,D11G08
tshowog,D11G09T01 Jangwakha,T01 Jangwakha,D11,D11G09
tshowog,D11G09T02 Nidupchhu,T02 Nidupchhu,D11,D11G09
tshowog,D11G09T03 Changchena,T03 Changchena,D11,D11G09
tshowog,D12G01T01 Gayza Zomina,T01 Gayza Zomina,D12,D12G01
tshowog,D12G01T02 Jabisa,T02 Jabisa,D12,D12G01
tshowog,D12G01T03 Damji,T03 Damji,D12,D12G01
tshowog,D12G01T04 Barsha Panikong,T04 Barsha Panikong,D12,D12G01
tshowog,D12G01T05 Khailog Tashithang,T05 Khailog Tashithang,D12,D12G01
tshowog,D12G02T01 Chhogley Phulakha,T01 Chhogley Phulakha,D12,D12G02
tshowog,D12G02T02 Mani,T02 Mani,D12,D12G02
tshowog,D12G02T03 Baychhu Tshedpgang,T03 Baychhu Tshedpgang,D12,D12G02
tshowog,D12G02T04 Tsheringkha,T04 Tsheringkha,D12,D12G02
tshowog,D12G02T05 Rimi,T05 Rimi,D12,D12G02
tshowog,D12G03T01 Gayza Lunggo,T01 Gayza Lunggo,D12,D12G03
tshowog,D12G03T02 Chongra Loobcha,T02 Chongra Loobcha,D12,D12G03
tshowog,D12G03T03 Neylug,T03 Neylug,D12,D12G03
tshowog,D12G03T04 Pazhi,T04 Pazhi,D12,D12G03
tshowog,D12G03T05 Toedkor,T05 Toedkor,D12,D12G03
tshowog,D12G04T01 Raminang Uesana,T01 Raminang Uesana,D12,D12G04
tshowog,D12G04T02 Shang Threlga Wachey,T02 Shang Threlga Wachey,D12,D12G04
tshowog,D12G04T03 Lhedi,T03 Lhedi,D12,D12G04
tshowog,D12G04T04 Tshozhong,T04 Tshozhong,D12,D12G04
tshowog,D12G04T05 Thangza Toenchoe,T05 Thangza Toenchoe,D12,D12G04
tshowog,D13G01T01 Maamedthang,T01 Maamedthang,D13,D13G01
tshowog,D13G01T02 Nyimtola,T02 Nyimtola,D13,D13G01
tshowog,D13G01T03 Dorona Chhongwa,T03 Dorona Chhongwa,D13,D13G01
tshowog,D13G01T04 Tshalamji,T04 Tshalamji,D13,D13G01
tshowog,D13G01T05 Dorona Chhewa,T05 Dorona Chhewa,D13,D13G01
tshowog,D13G02T01 Dorona Chhewa,T01 Dorona Chhewa,D13,D13G02
tshowog,D13G02T02 Thangna,T02 Thangna,D13,D13G02
tshowog,D13G02T03 Budepang Pangna,T03 Budepang Pangna,D13,D13G02
tshowog,D13G02T04 Ambithang Pangserpo,T04 Ambithang Pangserpo,D13,D13G02
tshowog,D13G02T05 Pangserpo,T05 Pangserpo,D13,D13G02
tshowog,D13G03T01 Tajoog,T01 Tajoog,D13,D13G03
tshowog,D13G03T02 Samtengang,T02 Samtengang,D13,D13G03
tshowog,D13G03T03 Geserling,T03 Geserling,D13,D13G03
tshowog,D13G03T04 Phuensoomgang,T04 Phuensoomgang,D13,D13G03
tshowog,D13G03T05 Tashithang,T05 Tashithang,D13,D13G03
tshowog,D13G04T01 Baleggang,T01 Baleggang,D13,D13G04
tshowog,D13G04T02 Dogaag,T02 Dogaag,D13,D13G04
tshowog,D13G04T03 Gozhi,T03 Gozhi,D13,D13G04
tshowog,D13G04T04 Gozhi Maed,T04 Gozhi Maed,D13,D13G04
tshowog,D13G04T05 Gozhi Toed,T05 Gozhi Toed,D13,D13G04
tshowog,D13G05T01 Lhaling,T01 Lhaling,D13,D13G05
tshowog,D13G05T02 Purgzhi,T02 Purgzhi,D13,D13G05
tshowog,D13G05T03 Dalithang Gangjab Khagochen,T03 Dalithang Gangjab Khagochen,D13,D13G05
tshowog,D13G05T04 Bartsha Namgyalgang,T04 Bartsha Namgyalgang,D13,D13G05
tshowog,D13G05T05 Jurugang,T05 Jurugang,D13,D13G05
tshowog,D13G06T01 Karmaling,T01 Karmaling,D13,D13G06
tshowog,D13G06T02 Omchhu,T02 Omchhu,D13,D13G06
tshowog,D13G06T03 Labtshakha,T03 Labtshakha,D13,D13G06
tshowog,D13G06T04 Senchumthang,T04 Senchumthang,D13,D13G06
tshowog,D13G06T05 Jemathang,T05 Jemathang,D13,D13G06
tshowog,D13G07T01 Pogtog,T01 Pogtog,D13,D13G07
tshowog,D13G07T02 Pagser,T02 Pagser,D13,D13G07
tshowog,D13G07T03 Akhochen,T03 Akhochen,D13,D13G07
tshowog,D13G07T04 Thomgang,T04 Thomgang,D13,D13G07
tshowog,D13G07T05 Gibsa,T05 Gibsa,D13,D13G07
tshowog,D13G08T01 Baloong,T01 Baloong,D13,D13G08
tshowog,D13G08T02 Thasa,T02 Thasa,D13,D13G08
tshowog,D13G08T03 Kompa,T03 Kompa,D13,D13G08
tshowog,D13G08T04 Barna,T04 Barna,D13,D13G08
tshowog,D13G08T05 Sidpa,T05 Sidpa,D13,D13G08
tshowog,D13G09T01 Tshaemzhigosa,T01 Tshaemzhigosa,D13,D13G09
tshowog,D13G09T02 Chongsamling,T02 Chongsamling,D13,D13G09
tshowog,D13G09T03 Lhamoi Zingkha,T03 Lhamoi Zingkha,D13,D13G09
tshowog,D13G09T04 Loongilsa,T04 Loongilsa,D13,D13G09
tshowog,D13G09T05 Kuendrelthang,T05 Kuendrelthang,D13,D13G09
tshowog,D13G10T01 Dramzeksa,T01 Dramzeksa,D13,D13G10
tshowog,D13G10T02 Yarpheling,T02 Yarpheling,D13,D13G10
tshowog,D13G10T03 Damchhunang,T03 Damchhunang,D13,D13G10
tshowog,D13G10T04 Dangreyboog,T04 Dangreyboog,D13,D13G10
tshowog,D13G10T05 Gangtogkha,T05 Gangtogkha,D13,D13G10
tshowog,D13G11T01 Shamdolay,T01 Shamdolay,D13,D13G11
tshowog,D13G11T02 Tashiding,T02 Tashiding,D13,D13G11
tshowog,D13G11T03 Namchagla,T03 Namchagla,D13,D13G11
tshowog,D13G11T04 Norbuling,T04 Norbuling,D13,D13G11
tshowog,D13G11T05 Gangyab,T05 Gangyab,D13,D13G11
tshowog,D13G12T01 Gelegchhu,T01 Gelegchhu,D13,D13G12
tshowog,D13G12T02 Tsangkha,T02 Tsangkha,D13,D13G12
tshowog,D13G12T03 Zinchila,T03 Zinchila,D13,D13G12
tshowog,D13G12T04 Goongpa Soomchu,T04 Goongpa Soomchu,D13,D13G12
tshowog,D13G12T05 Pateykha,T05 Pateykha,D13,D13G12
tshowog,D13G13T01 Tsendagang,T01 Tsendagang,D13,D13G13
tshowog,D13G13T02 Gangzur Maed,T02 Gangzur Maed,D13,D13G13
tshowog,D13G13T03 Gangzur Toed,T03 Gangzur Toed,D13,D13G13
tshowog,D13G13T04 Norbuzingkha,T04 Norbuzingkha,D13,D13G13
tshowog,D13G13T05 Samarchu,T05 Samarchu,D13,D13G13
tshowog,D13G14T01 Pelling,T01 Pelling,D13,D13G14
tshowog,D13G14T02 Tashigang,T02 Tashigang,D13,D13G14
tshowog,D13G14T03 Samaed,T03 Samaed,D13,D13G14
tshowog,D13G14T04 Karlingzingkha,T04 Karlingzingkha,D13,D13G14
tshowog,D13G14T05 Tsangleykha,T05 Tsangleykha,D13,D13G14
tshowog,D14G01T01 Barshong Maed,T01 Barshong Maed,D14,D14G01
tshowog,D14G01T02 Barshong Toed,T02 Barshong Toed,D14,D14G01
tshowog,D14G01T03 Chunyikhang,T03 Chunyikhang,D14,D14G01
tshowog,D14G01T04 Gangtogkha,T04 Gangtogkha,D14,D14G01
tshowog,D14G01T05 Toedsang,T05 Toedsang,D14,D14G01
tshowog,D14G02T01 Norjangsa,T01 Norjangsa,D14,D14G02
tshowog,D14G02T02 Dingrigang Lhamoiloongm,T02 Dingrigang Lhamoiloongm,D14,D14G02
tshowog,D14G02T03 Khirithang,T03 Khirithang,D14,D14G02
tshowog,D14G02T04 Dangreyboog Maed,T04 Dangreyboog Maed,D14,D14G02
tshowog,D14G02T05 Dangreyboog Toed,T05 Dangreyboog Toed,D14,D14G02
tshowog,D14G03T01 Phuensoomgang,T01 Phuensoomgang,D14,D14G03
tshowog,D14G03T02 Dzamlingzor,T02 Dzamlingzor,D14,D14G03
tshowog,D14G03T03 Pemathang,T03 Pemathang,D14,D14G03
tshowog,D14G03T04 Pelrithang,T04 Pelrithang,D14,D14G03
tshowog,D14G03T05 Dzamlingthang,T05 Dzamlingthang,D14,D14G03
tshowog,D14G04T01 Tashiyangjong,T01 Tashiyangjong,D14,D14G04
tshowog,D14G04T02 Nyizergang,T02 Nyizergang,D14,D14G04
tshowog,D14G04T03 Satsangma,T03 Satsangma,D14,D14G04
tshowog,D14G04T04 Dekidling,T04 Dekidling,D14,D14G04
tshowog,D14G04T05 Maenchhana,T05 Maenchhana,D14,D14G04
tshowog,D14G05T01 Mendrelgang,T01 Mendrelgang,D14,D14G05
tshowog,D14G05T02 Dzamlingzor,T02 Dzamlingzor,D14,D14G05
tshowog,D14G05T03 Pemashong Samshinggaden,T03 Pemashong Samshinggaden,D14,D14G05
tshowog,D14G05T04 Tashipang,T04 Tashipang,D14,D14G05
tshowog,D14G05T05 Riserboo,T05 Riserboo,D14,D14G05
tshowog,D14G06T01 Pantshaling Toed,T01 Pantshaling Toed,D14,D14G06
tshowog,D14G06T02 Pantshaling Maed Tsakaling,T02 Pantshaling Maed Tsakaling,D14,D14G06
tshowog,D14G06T03 Thakorling,T03 Thakorling,D14,D14G06
tshowog,D14G06T04 Chhuzomsa,T04 Chhuzomsa,D14,D14G06
tshowog,D14G06T05 Pangthang,T05 Pangthang,D14,D14G06
tshowog,D14G07T01 Serzhong,T01 Serzhong,D14,D14G07
tshowog,D14G07T02 Norboothang,T02 Norboothang,D14,D14G07
tshowog,D14G07T03 Tashichhoeling,T03 Tashichhoeling,D14,D14G07
tshowog,D14G07T04 Peljorling,T04 Peljorling,D14,D14G07
tshowog,D14G07T05 Goentegkha Tongshinggang,T05 Goentegkha Tongshinggang,D14,D14G07
tshowog,D14G08T01 Chringma Rangthangling,T01 Chringma Rangthangling,D14,D14G08
tshowog,D14G08T02 Neymedsa,T02 Neymedsa,D14,D14G08
tshowog,D14G08T03 Darchhargang,T03 Darchhargang,D14,D14G08
tshowog,D14G08T04 Gagaling Nyimazor,T04 Gagaling Nyimazor,D14,D14G08
tshowog,D14G08T05 Soonkosh,T05 Soonkosh,D14,D14G08
tshowog,D14G09T01 Dekidling,T01 Dekidling,D14,D14G09
tshowog,D14G09T02 Dangreygang,T02 Dangreygang,D14,D14G09
tshowog,D14G09T03 Dzomling,T03 Dzomling,D14,D14G09
tshowog,D14G09T04 Tashiling Maed,T04 Tashiling Maed,D14,D14G09
tshowog,D14G09T05 Tashiling Toed,T05 Tashiling Toed,D14,D14G09
tshowog,D14G10T01 Sergithang Toed,T01 Sergithang Toed,D14,D14G10
tshowog,D14G10T02 Sergithang Maed,T02 Sergithang Maed,D14,D14G10
tshowog,D14G10T03 Norboogang,T03 Norboogang,D14,D14G10
tshowog,D14G10T04 Tashithang,T04 Tashithang,D14,D14G10
tshowog,D14G10T05 Semdenjong,T05 Semdenjong,D14,D14G10
tshowog,D14G11T01 Tsholingkhar Maed,T01 Tsholingkhar Maed,D14,D14G11
tshowog,D14G11T02 Tsholingkhar Toe,T02 Tsholingkhar Toe,D14,D14G11
tshowog,D14G11T03 Droobchhugang,T03 Droobchhugang,D14,D14G11
tshowog,D14G11T04 Kapazhing,T04 Kapazhing,D14,D14G11
tshowog,D14G11T05 Gomsoom,T05 Gomsoom,D14,D14G11
tshowog,D14G12T01 Tsirang Toed,T01 Tsirang Toed,D14,D14G12
tshowog,D14G12T02 Kabelzhing,T02 Kabelzhing,D14,D14G12
tshowog,D14G12T03 Tongshingnang,T03 Tongshingnang,D14,D14G12
tshowog,D14G12T04 Soentabsa,T04 Soentabsa,D14,D14G12
tshowog,D14G12T05 Tagthang Wangphoo,T05 Tagthang Wangphoo,D14,D14G12
tshowog,D15G01T01 Bjagchhog,T01 Bjagchhog,D15,D15G01
tshowog,D15G01T02 Tsimakha Tsimasham,T02 Tsimakha Tsimasham,D15,D15G01
tshowog,D15G01T03 Mebisa,T03 Mebisa,D15,D15G01
tshowog,D15G01T04 Tashi Gatshel,T04 Tashi Gatshel,D15,D15G01
tshowog,D15G01T05 Wangkha,T05 Wangkha,D15,D15G01
tshowog,D15G02T01 Togtokha Togtogongm,T01 Togtokha Togtogongm,D15,D15G02
tshowog,D15G02T02 Choogkha Chhasilakha,T02 Choogkha Chhasilakha,D15,D15G02
tshowog,D15G02T03 Gedu Miritsemo,T03 Gedu Miritsemo,D15,D15G02
tshowog,D15G02T04 Ketogkha,T04 Ketogkha,D15,D15G02
tshowog,D15G02T05 Bongo Phasooma,T05 Bongo Phasooma,D15,D15G02
tshowog,D15G02T06 Baeyuel Kunzang,T06 Baeyuel Kunzang,D15,D15G02
tshowog,D15G03T01 Pagga,T01 Pagga,D15,D15G03
tshowog,D15G03T02 Tshamdrag,T02 Tshamdrag,D15,D15G03
